prot_IDs,prot_names,Gene_names,translation_G1_1,translation_G1_2,translation_G2M_1,translation_G2M_2,translation_MG1_1,translation_MG1_2,translation_S_1,translation_S_2
O00170;E9PPD7;E9PMH2,AH receptor-interacting protein;Peptidyl-prolyl cis-trans isomerase,AIP,23.98815,24.29691,24.08107,23.52301,23.96323,24.3763,23.98433,23.86985
Q96IF1,LIM domain-containing protein ajuba,AJUBA,22.19632,23.18045,24.30403,23.50579,23.249,23.53112,23.55766,23.6871
Q5T9B7;P00568;H0Y4J6;H0YID2,Adenylate kinase isoenzyme 1,AK1,24.18684,24.17142,24.76507,23.57242,24.40048,24.15174,24.05904,24.05051
P54819;F8W1A4;P54819-2;P54819-5;E7EWH4;P54819-3;F8VZG5;G3V213;P54819-6;F8VY04;P54819-4;F8VPP1,"Adenylate kinase 2, mitochondrial",AK2,25.58026,25.73794,26.73699,24.96851,25.87495,25.63339,25.1495,25.37541
P27144;D3DQ64,"Adenylate kinase isoenzyme 4, mitochondrial",AK4,22.41947,22.18365,,,,,21.08083,
Q92667;Q92667-2;I3L0W0;I3L2N7;I3L2A2;I3L0K6;I3NI36;I3L364;I3L3K1,"A-kinase anchor protein 1, mitochondrial",AKAP1,23.38403,23.92751,24.01018,22.6293,23.85281,23.34827,22.82318,22.28642
Q02952;Q02952-2;Q02952-3,A-kinase anchor protein 12,AKAP12,24.78945,24.68672,25.69394,24.78771,25.19284,24.65764,25.22674,25.22428
Q12802;Q12802-2;H7BYL5;Q12802-4;H0Y4V5;H0YMW2;A8MYJ1;F5H8M3;H0YLH1;E7EWV9;H0YK18;H0YK84,A-kinase anchor protein 13,AKAP13,25.55145,25.33009,27.27604,25.16821,25.71641,25.46205,25.02301,25.06936
Q02040;Q02040-3;Q02040-2,A-kinase anchor protein 17A,AKAP17A,22.8139,22.4949,23.63887,22.86854,21.93085,22.14096,24.15623,24.04318
O43823;B7Z8L8,A-kinase anchor protein 8,AKAP8,21.93081,22.65139,22.42291,22.06224,22.47966,21.33068,22.05772,20.75524
Q9ULX6,A-kinase anchor protein 8-like,AKAP8L,21.98735,22.59115,23.5412,22.85426,23.43479,22.98924,21.5855,22.31457
Q99996-6;Q99996;Q99996-2;Q99996-3;F5H3X5;Q99996-5;F8WCY9;Q99996-4;Q6PJH3;H7BZV6;H7BYL6;E7EQ96,A-kinase anchor protein 9,AKAP9,25.4551,25.91358,25.5576,24.28376,25.01958,25.10509,25.41235,25.71531
P14550;Q5T621,Alcohol dehydrogenase [NADP(+)],AKR1A1,24.40373,24.32622,25.03419,24.26614,24.67023,24.64152,24.30862,24.57202
P15121;E9PCX2;E9PEF9;C9JRZ8;C9JRZ8-2,Aldose reductase,AKR1B1,26.16879,26.81213,26.40207,26.01763,26.26673,26.09923,26.20641,26.05036
O60218,Aldo-keto reductase family 1 member B10,AKR1B10,,,,,,,,
P42330;Q04828;A6NHU4;P17516;E9PBP5;P52895;B4DK69;H0Y804;P52895-2;B4DL37;H7C4R4,Aldo-keto reductase family 1 member C3;Aldo-keto reductase family 1 member C1;Aldo-keto reductase family 1 member C4,AKR1C3;AKR1C1;AKR1C4,25.45554,24.96662,25.17356,25.10125,25.66961,24.75588,24.52809,25.19265
P51857;P51857-2;Q96LK9,3-oxo-5-beta-steroid 4-dehydrogenase,AKR1D1,21.7965,22.07405,,22.04787,,23.24243,,
O43488;H3BLU7;Q8NHP1,Aflatoxin B1 aldehyde reductase member 2,AKR7A2,23.69742,24.11219,23.91022,23.19364,23.52839,23.55544,23.72941,23.62277
P13196;B4DDG9;P13196-2,"5-aminolevulinate synthase, nonspecific, mitochondrial",ALAS1,24.76274,25.06591,24.98002,23.85396,24.97145,25.05941,24.25321,23.94244
Q13740;B4DTU0;Q13740-2;F5GXJ9,CD166 antigen,ALCAM,22.82743,23.52755,23.25379,22.2885,23.48382,24.00419,23.2981,22.92575
Q8IZ83;Q8IZ83-3;F5H4B6;F8WBH3;Q8IZ83-2,Aldehyde dehydrogenase family 16 member A1,ALDH16A1,21.65167,21.98936,23.55836,23.21568,23.30883,22.67452,23.38824,23.18427
P54886;P54886-2,Delta-1-pyrroline-5-carboxylate synthase;Glutamate 5-kinase;Gamma-glutamyl phosphate reductase,ALDH18A1,26.17162,26.39231,25.85659,25.04877,26.04596,25.7454,25.20661,25.27181
P30837;B4DLJ0,"Aldehyde dehydrogenase X, mitochondrial",ALDH1B1,21.97218,22.44182,22.83921,22.13993,23.00767,22.46498,20.89193,21.05623
P05091;E7EUE5;F8W0A9;F8VP50,"Aldehyde dehydrogenase, mitochondrial",ALDH2,,,,,,,,
H0Y3F3;P30838;E7ERM4;E9PNN6;I3L3I9;C9JMC5;A8MYB8;C9JKT2,"Aldehyde dehydrogenase;Aldehyde dehydrogenase, dimeric NADP-preferring",ALDH3A1,19.64282,,,,,,,
P51648-2;P51648;I3L1M4;I3L0X1;C9JGJ2;I3L2W1,Fatty aldehyde dehydrogenase,ALDH3A2,22.40039,22.56141,23.63079,22.39142,22.54215,22.83827,23.25508,22.44769
P43353;P43353-2;P48448;E9PJV0,Aldehyde dehydrogenase family 3 member B1,ALDH3B1,23.56964,22.8987,23.83576,23.26528,23.44708,23.16922,23.08274,23.88846
P30038;D2D4A3;Q5TF55;C9JTC4;P30038-2;E9PF68,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",ALDH4A1,,19.83288,,20.31307,20.92962,21.6461,21.449,21.67543
G5E949;P51649;C9J8Q5,"Succinate-semialdehyde dehydrogenase, mitochondrial",ALDH5A1,22.16319,21.86552,22.21667,20.51682,22.67986,21.51509,21.21134,21.44678
P49419;P49419-2;E7EPT3;F8VS02;H0YHM6;P49419-3;F8VVF2;F8WD33;F8WDY6,Alpha-aminoadipic semialdehyde dehydrogenase,ALDH7A1,26.59847,25.99516,26.80119,25.65193,26.72598,26.26673,26.02869,26.20992
P49189;B4DXY7,4-trimethylaminobutyraldehyde dehydrogenase,ALDH9A1,25.79248,26.04824,25.85205,25.18918,26.0815,25.93019,25.83911,25.85462
P04075;H3BQN4;H3BPS8;H3BUH7;H3BR04;H3BMQ8;H3BU78;H3BR68;P05062;C9J4K3;Q5T7D5,Fructose-bisphosphate aldolase A;Fructose-bisphosphate aldolase,ALDOA,30.05905,30.44065,30.53519,30.05763,30.53927,30.23866,30.00785,29.93677
P09972;A8MVZ9;B7Z1N6;C9J8F3;B7Z3K7,Fructose-bisphosphate aldolase C;Fructose-bisphosphate aldolase,ALDOC,26.58964,26.80809,26.74881,26.07378,26.74932,26.69166,26.19616,26.35537
Q9BT22;B4DP08,Chitobiosyldiphosphodolichol beta-mannosyltransferase,ALG1,23.1295,23.576,23.05406,22.54814,22.95017,22.19039,22.79699,21.42296
Q9H553,"Alpha-1,3/1,6-mannosyltransferase ALG2",ALG2,21.93596,20.4914,20.81292,20.41772,22.26657,21.60359,20.45181,20.50533
C9JQW2;Q92685;H7C0X4;C9J7S5;Q92685-2;B4DS50;F8WE30;H7BZZ2;F8WF93,"Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase",ALG3,24.0141,23.8292,23.59969,22.78027,23.43759,23.65316,23.26885,23.57946
Q9Y673;B4DR67;Q9Y673-2,Dolichyl-phosphate beta-glucosyltransferase,ALG5,22.74692,22.97682,21.65053,21.90804,21.37904,23.02947,22.66796,21.87965
A2A2G4;Q9Y672;B4DHV8,"Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase",ALG6,,,,20.46792,,,20.39184,20.77884
Q9BVK2;A6NDW6;E9PNE2;H0YDD3;E9PP80;H0YDQ1,"Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase",ALG8,23.35797,23.5566,21.00662,22.8951,20.66075,23.39165,22.55808,22.68286
Q9H6U8-3;Q9H6U8,"Alpha-1,2-mannosyltransferase ALG9",ALG9,21.6193,,21.69468,,20.85757,,,
Q13686;G3V4M4;H0YJF3,Alkylated DNA repair protein alkB homolog 1,ALKBH1,21.38911,,,,21.10181,,,
O75342,"Arachidonate 12-lipoxygenase, 12R-type",ALOX12B,,,,20.75369,,,,
P05187;P09923,"Alkaline phosphatase, placental type",ALPP,24.70298,25.00979,25.22971,24.94842,25.36713,24.86689,23.43746,23.32992
Q15699;Q96QS3;A6NJT0;Q9H161;Q8N693;O60902-3;Q9Y2V3;O95076;O60902;Q5XKR4;O60902-2;Q99453;O15266;O14813;H0YMR3;C9JW76;A6NNA5;Q99811;P54821;G3V243;H0YLI9;O15266-2;P54821-2;H0YJ24;G3V2N3;A6NLG4;Q96IS3;H0YAD2;H0YJ32;H0YIZ3,ALX homeobox protein 1,ALX1,22.58093,23.02955,,20.72167,22.05887,22.70512,22.15863,22.03922
E9PB61;Q86V81,THO complex subunit 4,ALYREF,24.52528,25.06225,24.4771,23.95722,25.59457,24.57952,23.514,24.67115
Q9C0C7-5;Q9C0C7;Q9C0C7-3;Q9C0C7-4;G3V193;Q9C0C7-2;F8W9Z4,Activating molecule in BECN1-regulated autophagy protein 1,AMBRA1,23.60964,24.20598,24.51153,23.89551,24.26127,23.82736,23.50154,22.97155
P17707;A6NNH3;B4DZ60;Q5VXN5,S-adenosylmethionine decarboxylase proenzyme;S-adenosylmethionine decarboxylase alpha chain;S-adenosylmethionine decarboxylase beta chain,AMD1,22.48635,21.94789,23.36906,22.20216,22.55389,22.08102,22.30527,21.99693
Q9UKV5,E3 ubiquitin-protein ligase AMFR,AMFR,,,20.95262,19.91336,20.53051,,,20.25153
Q9Y4X0;Q6DCA0;Q9Y4X0-3;Q5JYV9;Q9Y4X0-2,AMME syndrome candidate gene 1 protein;AMMECR1-like protein,AMMECR1;AMMECR1L,22.06894,21.74316,21.71971,20.43868,20.08835,21.89234,21.78029,20.27594
Q8IY63;Q8IY63-2;H0YG98;E7ESY6;F8WDH4,Angiomotin-like protein 1,AMOTL1,23.37172,22.71956,23.07083,22.85411,22.18879,22.39718,23.94566,23.37398
E9PHW3;Q9Y2J4-2;Q9Y2J4;Q9Y2J4-3;D6RCL7;D6RF61;D6RJA4;D6RBK2;D6RIC7;D6RFG0,Angiomotin-like protein 2,AMOTL2,24.55567,25.01852,25.20378,24.93521,25.10025,24.3009,26.6679,26.60315
Q01433;H0Y360;Q01433-2;H0YCL9;Q01433-4;E9PNG0;Q01433-3;E9PJF6;E9PIJ1,AMP deaminase 2,AMPD2,22.64775,23.61043,22.40406,22.66043,22.59614,22.49892,21.07842,22.05696
Q9H1A4;H0Y564;F8WAS1,Anaphase-promoting complex subunit 1,ANAPC1,24.57946,24.39885,25.05254,23.97404,24.32793,24.43797,23.82629,24.36399
Q96DE5,Anaphase-promoting complex subunit 16,ANAPC16,,20.65193,,,20.56978,20.4495,20.04993,19.90541
Q9UJX6;Q9UJX6-2,Anaphase-promoting complex subunit 2,ANAPC2,24.39735,24.17539,25.50691,24.39185,25.55095,24.87018,23.88502,24.16262
Q9UJX4;F5H0F9;E9PFB2;F5GY68;Q9UJX4-2;H0YFB5;F5H3S5;F5H0N1;B4DFK4;F5GZ05,Anaphase-promoting complex subunit 5,ANAPC5,25.06788,26.26494,25.45083,25.74134,25.56421,25.15464,26.19144,26.11674
Q9UJX3;Q9UJX3-2;F8VYX8;F8VZ62;F8VQY8;F8VVU6;F8VVT8;H0YIW2;H0YIX7,Anaphase-promoting complex subunit 7,ANAPC7,25.04789,25.13104,25.69354,25.319,25.94029,25.45281,25.11108,24.93409
Q9P2R3-2;Q9P2R3;I3L2C5;Q9P2R3-4;F5H754;I3L3P8;I3L1Z9,Ankyrin repeat and FYVE domain-containing protein 1,ANKFY1,24.71618,24.71356,25.35343,24.88944,25.33214,25.02153,24.57548,24.47574
D6RHC4,,ANKHD1,,,21.22099,19.48866,20.08913,,,
Q8IWZ2;Q8IWZ3-4;Q8IWZ3;E9PF56;E9PDP5;Q8TEF1;E7ETA2;H3BLS9;H7BXD7;Q8IWZ3-2;H7C2F5;Q8IWZ3-5;Q8IWZ3-3;H0Y4P6;H0Y472;H0Y785;H0Y7Y3;F5GZ24;F6WFL0,Ankyrin repeat and KH domain-containing protein 1,ANKHD1-EIF4EBP3;ANKHD1;FLJ00246,26.44605,26.61119,27.04323,26.63519,26.82214,26.81787,26.33531,26.46583
Q86XL3;F5H2H5;Q86XL3-2;F5H417;F5H6J0;F5H1E7,Ankyrin repeat and LEM domain-containing protein 2,ANKLE2,23.83759,24.19768,24.73944,23.75898,24.68169,24.11751,22.72823,23.84556
Q8IV38;G3V0G5,Ankyrin repeat and MYND domain-containing protein 2,ANKMY2,21.70531,,,,22.83829,22.27532,20.81394,21.83896
Q15327,Ankyrin repeat domain-containing protein 1,ANKRD1,,21.31788,,20.34711,,,22.78155,21.70278
Q9NXR5;Q9NXR5-2;Q8IUW1,Ankyrin repeat domain-containing protein 10,ANKRD10,19.9999,20.67564,,20.62524,,21.15363,19.95943,
Q6UB99,Ankyrin repeat domain-containing protein 11,ANKRD11,,20.24714,22.31888,,21.05391,,,
Q8IZ07;E9PGV0;H0YIN8;F8VXL4,Ankyrin repeat domain-containing protein 13A,ANKRD13A,20.7662,21.38221,23.64889,22.80191,22.6141,22.53796,22.58132,21.84215
Q86YJ7;Q86YJ7-2,Ankyrin repeat domain-containing protein 13B,ANKRD13B,21.86329,20.91947,23.00335,22.10623,22.41258,22.18268,,20.12225
O75179;O75179-2;E7EUV3;H0YM23;G5E964;E7EWI7;O75179-4;H0YLQ3;O75179-3;C9JRC1;O75179-5;H0YMS3;B3KU50,Ankyrin repeat domain-containing protein 17,ANKRD17,25.21915,25.1208,25.74083,25.08623,25.66915,25.30424,24.80366,24.81563
O15084-1;O15084-4;O15084;O15084-2;B4DIW9;Q8N8A2-2;Q8N8A2;H7BXV4;Q8N8A2-4;H7C209;Q8N8A2-3;F5H682;Q8N8A2-5;H7C4A0,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A;Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B,ANKRD28;ANKRD44,,,22.45103,20.26648,20.908,,,
Q9BQI6;B4DMG4;D6RED9;H0YBU1,Ankyrin repeat domain-containing protein 32,ANKRD32,25.43581,25.25544,25.30529,24.01648,25.05449,25.14317,24.8666,24.94851
Q9NU02,Ankyrin repeat domain-containing protein 5,ANKRD5,20.55366,20.86461,21.08096,,20.57348,20.2867,20.48444,20.06999
Q9ULJ7;E9PDW0,Ankyrin repeat domain-containing protein 50,ANKRD50,,19.92483,21.01774,,20.72126,20.79352,,
Q8NB46,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C,ANKRD52,23.17321,23.96199,24.37391,24.62399,24.65436,24.9367,23.51087,24.0035
Q9H8Y5;B8ZZS4;C9K022;C9JS61;C9JQZ3,Ankyrin repeat and zinc finger domain-containing protein 1,ANKZF1,23.36746,22.97734,23.99213,23.55976,23.99196,23.095,24.03993,23.44114
Q9NQW6;Q9NQW6-2;H7C1K5;C9JJT6;H7C1C2;H7C3S1;H7C167;H7C0Y6;C9J0G4,Actin-binding protein anillin,ANLN,26.57002,26.46365,28.70266,28.059,28.39084,28.04453,27.34883,27.15779
Q9NW15;C9JHS1;Q9NW15-2;C9J670;Q9NW15-3;C9JPY2;C9JQC9;C9IYD3;C9JA49;C9IZD0,Anoctamin-10,ANO10,19.99576,,,21.46314,20.08343,19.65216,,
Q4KMQ2-2;E9PCT2;Q4KMQ2;E9PB30,Anoctamin-6,ANO6,21.41653,22.58036,23.36813,22.31266,23.2894,22.42923,23.94539,23.11173
P39687;F2Z3H3;H0YN26;O95626;H7BZ09;O43423,Acidic leucine-rich nuclear phosphoprotein 32 family member A,ANP32A,25.54029,25.34028,25.46326,24.44348,24.68822,25.36973,24.24082,23.1317
Q92688;Q92688-2;Q5T6W8,Acidic leucine-rich nuclear phosphoprotein 32 family member B,ANP32B,25.04293,24.60716,24.45801,24.28722,25.0554,24.81656,24.07194,24.15019
Q9BTT0;Q5TB20;E9PPH5;E9PLC4;Q5TB19,Acidic leucine-rich nuclear phosphoprotein 32 family member E,ANP32E,23.75644,22.15168,23.56941,23.0485,23.73779,23.18271,22.14722,22.75634
Q9H6X2;Q9H6X2-2;Q9H6X2-4;Q9H6X2-3;H0YC24;P58335;P58335-4;P58335-2,Anthrax toxin receptor 1,ANTXR1,24.501,25.33368,25.06842,25.17725,25.2671,24.95051,24.2006,24.78027
P04083;Q5T3N1;Q5T3N0,Annexin A1;Annexin,ANXA1,30.19202,30.22228,30.10874,30.20641,29.94336,29.68062,30.31506,29.99564
P50995;B4DVE7;E9PDK5;E9PDS7;H0Y6E1;P27216-2;P27216;E5RIN3,Annexin A11;Annexin,ANXA11,24.54734,24.5679,24.46918,24.08245,24.55929,23.89726,24.60031,24.1943
P07355-2;P07355;H0YN42;H0YMU9;H0YMD0;A6NMY6;H0YM50;H0YKS4;H0YNP5;B3KRQ1;H0YL33;H0YN28;H0YMM1;H0YMW4;H0YKX9;H0YMT9;H0YLV6;H0YKZ7;H0YKL9;H0YKV8;H0YNA0;H0YMD9;H0YN52;H0YKN4;H0YNB8;H0YLE2,Annexin A2;Annexin;Putative annexin A2-like protein,ANXA2;ANXA2P2,32.12084,32.35461,31.94629,31.43331,32.21512,31.9152,31.85412,32.01558
P12429;D6RA82;D6RFG5;D6RFJ9;D6RCA8;D6RAZ8,Annexin A3;Annexin,ANXA3,24.69003,24.98185,25.95644,25.46385,26.00687,25.36469,25.17501,25.11736
P09525;Q6P452;B4DDF9,Annexin A4;Annexin,ANXA4,23.00019,23.62321,23.45513,23.34503,23.45174,23.68164,23.10851,23.44771
P08758;E7ENQ5;D6RBL5;E9PHT9;D6RBE9;D6RCN3,Annexin A5;Annexin,ANXA5,27.40316,28.51552,27.49892,27.00592,27.53838,27.36953,28.70045,28.92281
P08133;A6NN80;E9PGK1;B7Z582;E5RK69;E7EMC6;E5RK63;E5RJF5;E5RFF0;E5RI05;E5RJR0;E5RIU8;H0YC77,Annexin A6;Annexin,ANXA6,26.03511,26.00475,26.31862,25.44828,26.49499,26.1449,25.60162,25.66609
P20073;P20073-2;B4DHY4;B4DT77,Annexin A7;Annexin,ANXA7,24.68341,24.70298,25.27006,24.75776,25.15453,24.7006,24.39113,24.35991
Q5VT79;Q5VT79-2;E7EVD9,Annexin A8-like protein 2;Annexin,ANXA8L2,23.85186,23.65567,24.89786,24.52427,24.42458,23.89347,23.71198,23.579
Q10567;Q10567-2;Q10567-3;F8WDL0;C9J1E7;H7C034,AP-1 complex subunit beta-1,AP1B1,22.8506,22.42073,23.21846,23.83277,23.20506,22.12581,22.72598,20.95837
B3KXW5;O43747-2;O43747;E7EUH1;F5GZV5;H3BNR4;H3BUN9;H3BR36;B4DGE1;H3BN71;B3KNW1;H3BRM7;H3BNN2;H3BV30;H3BS13;H3BN75,AP-1 complex subunit gamma-1,AP1G1,23.21978,23.82075,23.82658,23.32636,24.21223,24.05499,23.54486,23.79213
O75843;Q86V28;B4E3E1;G3V532;H0YJ08;G3V3Z2;G3V2V9,AP-1 complex subunit gamma-like 2,AP1G2,22.27264,21.35186,22.47068,20.63316,22.49751,,21.1249,20.2397
Q9BXS5-2;Q9BXS5;E7ENJ6;B4DDG7;Q9Y6Q5-2;Q9Y6Q5,AP-1 complex subunit mu-1,AP1M1,23.69487,24.26849,24.95056,23.7966,24.85396,23.78766,24.1206,24.98168
O95782;O95782-2,AP-2 complex subunit alpha-1,AP2A1,25.24598,25.60085,26.18221,25.56808,25.74109,25.71301,25.12806,25.65668
O94973-2;O94973;C9J1S3;O94973-3;E7ESQ4;E9PR62;E7EVC3;E9PJJ7;E9PBJ2;H0YDE9;H0YEG0;E9PQP4;E9PNC4;E9PPY8;E9PS94;E9PPZ3,AP-2 complex subunit alpha-2,AP2A2,,20.67228,19.83302,21.31235,19.72366,21.61,20.01482,19.65438
P63010-2;P63010;Q7Z451;F5GYG9,AP-2 complex subunit beta,AP2B1,26.29938,26.1139,26.92773,26.26614,26.77819,26.27902,25.75483,25.96831
Q96CW1-2;Q96CW1;E9PFW3;F5H0H0;B4DJB1;C9JJ47;C9JGT8;C9JTK4;C9JJD3;C9JPV8;H7C4C3,AP-2 complex subunit mu,AP2M1,26.51854,26.45826,26.30758,25.73668,26.3142,26.36968,26.2894,26.33908
P53680;P53680-2,AP-2 complex subunit sigma,AP2S1,23.22515,23.7043,23.83287,23.47988,24.31872,23.05876,23.15519,23.47927
O00203;E5RJ68;F5GXG9;F5H093;B7ZKS0;Q13367;F5GWU4;F5GYB0;B7ZKR7,AP-3 complex subunit beta-1,AP3B1,24.69317,24.83759,25.24619,24.21993,24.83798,24.7239,24.14787,24.24016
O14617-5;O14617;O14617-4;G5E988;O14617-2;E7EMM2;O14617-3,AP-3 complex subunit delta-1,AP3D1,26.29836,26.54342,26.31038,26.09422,25.81345,25.92302,25.95697,26.05308
Q9Y2T2;P53677;E5RJ52;Q7Z472;E7ER80;H0YBA0;H0YBM0,AP-3 complex subunit mu-1;AP-3 complex subunit mu-2,AP3M1;AP3M2,23.39571,23.32649,22.39519,22.45601,23.13063,22.96028,22.92841,23.02763
Q9Y6B7;B1ALD0;B7Z4X3;B1ALD1;B1ALD3;B1ALD2,AP-4 complex subunit beta-1,AP4B1,21.99635,21.93387,21.81139,,21.8408,21.3849,,21.96226
Q9UPM8;H0YKX4;H0YL95;H0YK95;H0YK94,AP-4 complex subunit epsilon-1,AP4E1,21.57052,22.34082,22.7219,22.12947,22.14597,21.92922,21.66731,21.86446
Q2VPB7,AP-5 complex subunit beta-1,AP5B1,21.8625,22.08073,22.01417,21.54468,21.48232,20.80365,21.57639,21.82881
O43299;O43299-2;O43299-3,AP-5 complex subunit zeta-1,AP5Z1,23.08824,23.2006,23.45174,22.63101,23.58818,22.92799,21.98683,22.51881
O14727;O14727-4;O14727-5;C9JLV4;O14727-2;O14727-3;O14727-6,Apoptotic protease-activating factor 1,APAF1,22.2641,23.10072,23.0372,22.29047,22.92579,22.56735,22.34568,23.35595
P25054;P25054-2;E9PFT7;E7EMH9;B7Z2B6,Adenomatous polyposis coli protein,APC,23.45939,23.58084,23.68742,23.2571,23.4784,22.73382,22.96667,23.10056
C9JIF9;P13798;H7C393;H7C1U0;C9JLK2;F8WEH5;H0YFE5,Acylamino-acid-releasing enzyme,APEH,25.63237,25.74278,26.13913,25.78671,25.50588,25.42704,26.04416,25.87162
P27695;G3V3M6;G3V5Q1;G3V3C7;G3V359;G3V5M0;G3V5D9;H7C4A8;G3V3Y6;G3V2D9,"DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial",APEX1,26.06219,26.71083,25.94036,25.97404,26.46644,26.46421,25.89157,25.80683
Q9UBZ4,DNA-(apurinic or apyrimidinic site) lyase 2,APEX2,23.48947,23.02295,22.57008,21.3118,22.49351,22.02144,23.77816,23.10974
Q9BZZ5;G3V1C3;Q9BZZ5-2;Q9BZZ5-3;Q9BZZ5-5;B4DDR3;Q9BZZ5-1;H0YER7;E9PQK6,Apoptosis inhibitor 5,API5,26.68003,26.58276,26.39797,25.77508,26.48318,26.35419,25.75096,26.17594
F5H845,,APLP2,22.38564,22.23585,22.45468,21.40088,22.5682,22.39796,21.77076,22.00302
Q06481;Q06481-3;Q06481-2;Q06481-4;Q06481-5;H7BXI4;F5GZY0;B4DKY3;E9PSC7;E9PQS3;E9PK76;E9PJ13;E9PPD0;Q9UED0,Amyloid-like protein 2,APLP2,25.9562,26.19764,26.12753,25.53395,26.00697,26.22013,25.23173,25.74937
Q9HDC9;H0Y512;Q9HDC9-2,Adipocyte plasma membrane-associated protein,APMAP;C20orf3,23.86863,23.66449,24.15128,23.308,24.33674,23.68432,23.7681,23.76132
Q8NCW5;Q5T3I3;Q5T3I4;Q8NCW5-2,NAD(P)H-hydrate epimerase,APOA1BP,22.83784,23.09218,23.35662,22.60248,23.62834,23.05994,22.40598,22.87262
B0QYD3;Q9UH17;B0QYD2;Q9UH17-2;Q8IUX4;P31941;P31941-2,Probable DNA dC->dU-editing enzyme APOBEC-3B,APOBEC3B,23.19111,22.4946,23.92388,23.2349,23.50361,23.84709,23.26055,22.87224
Q9BQE5,Apolipoprotein L2,APOL2,22.03658,21.23204,22.11528,21.49561,22.09809,22.19015,22.15638,22.01062
Q9BUR5;Q9BUR5-2;C9J574;G3V1B6;H7C1U8,Apolipoprotein O,APOO,23.41403,23.09764,23.67142,22.67528,23.67906,23.06001,22.90167,23.80637
Q6UXV4;C9J5N9,Apolipoprotein O-like,APOOL,22.83387,21.64267,23.23379,21.48763,22.10457,21.99673,21.30814,21.36752
P05067;P05067-9;P05067-8;B4DII8;P05067-6;P05067-7;E9PG40;P05067-5;P05067-4;E9PEV0;P05067-3;P05067-10;H7C0V9;H7C104;P05067-2;H7C2L2,Amyloid beta A4 protein;N-APP;Soluble APP-alpha;Soluble APP-beta;C99;Beta-amyloid protein 42;Beta-amyloid protein 40;C83;P3(42);P3(40);C80;Gamma-secretase C-terminal fragment 59;Gamma-secretase C-terminal fragment 57;Gamma-secretase C-terminal fragment 50;C31,APP,27.34773,27.52992,27.58785,26.9447,27.56747,27.44758,26.9662,27.0877
Q92624,Amyloid protein-binding protein 2,APPBP2,20.45744,20.52363,20.53583,,21.27555,,,19.98899
Q9UKG1;C9JAB0;C9K0C4,DCC-interacting protein 13-alpha,APPL1,24.18352,24.08472,24.02259,24.32951,24.27234,23.52528,23.38548,23.14527
Q8NEU8;F8VXB0;F8W1P5;F5GZG0;F8VWV2,DCC-interacting protein 13-beta,APPL2,20.99583,20.0547,21.26259,20.43532,,20.61153,20.32915,20.42245
P07741;H3BQB1;G5E9J2;H3BQZ9;H3BQF1;H3BSW3,Adenine phosphoribosyltransferase,APRT,24.24358,24.70909,24.89878,24.09507,23.56848,24.42976,22.59222,24.65922
O60306;H0YH15;H0YLN9,Intron-binding protein aquarius,AQR,25.95309,25.89495,26.46681,25.35847,26.40484,25.86488,24.68303,25.13305
P10398;B4DMG5;Q5H9B2;H7C4S5,Serine/threonine-protein kinase A-Raf,ARAF,23.72495,24.30403,24.31976,23.4353,23.89948,23.89236,23.60671,24.18208
Q96P48;Q96P48-3;Q96P48-1;Q96P48-4;Q96P48-2;E7EU13;Q96P48-7;H3BLV2;F8WBT0;F5GWN4;Q96P48-5,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1",ARAP1,21.24307,21.11076,22.49777,21.71112,23.07891,19.57633,21.2465,20.7362
B0YIW6;P48444;E9PEU4;Q6P1Q5;E9PK34,Coatomer subunit delta,ARCN1,25.7634,25.52704,25.89931,25.44591,25.94965,25.50567,25.65012,25.73761
P84077;F5H3A6;H0YGG7,ADP-ribosylation factor 1,ARF1,24.66514,25.33936,24.92882,24.19828,25.11811,24.85667,24.03649,24.12778
P18085;C9JAK5;C9JPM4;F8WDB3;F8WCJ5;C9J6P1,ADP-ribosylation factor 4,ARF4,25.55544,25.3348,26.01389,24.88218,25.99274,25.84113,25.06089,25.19974
P84085;C9J1Z8,ADP-ribosylation factor 5,ARF5,23.19459,23.51412,22.90182,22.36597,21.94435,22.84493,,
P62330,ADP-ribosylation factor 6,ARF6,22.84057,22.94147,23.3396,22.3108,23.11653,22.42767,22.51651,23.16406
Q8N6T3-2;Q8N6T3;Q8N6T3-3;E7EV62;F8VWH9;F8W1U7;E5RHC5;E5RHT6;B7Z8H8;F8VWB3,ADP-ribosylation factor GTPase-activating protein 1,ARFGAP1,22.37454,21.63516,21.88751,21.9619,21.93973,21.4767,20.54453,20.42798
